Date,Unnamed: 0,Capacity,Volume,Open,High,Low,Close,Change,Transcation,Tomorrow,Target,SMA_20,RSI,slowk,slowd,MACD,MACD_signal,MACD_hist,upper_band,middle_band,lower_band
2010-02-26,33,9391284,483837797,51.65,51.75,51.2,51.55,-0.1,1366,52.8,1,52.407499999999985,38.424149334995164,46.288720046756254,50.74391522357968,-1.5004170403966555,-1.9275443024716958,0.42712726207504037,54.4118140971433,52.407499999999985,50.40318590285667
2010-03-01,34,13647130,715419506,51.5,52.95,51.5,52.8,1.25,2066,52.65,0,52.327499999999986,47.85046059081207,58.86181946196092,52.243187707213025,-1.336576854232149,-1.8093508128237865,0.4727739585916375,54.124295759124315,52.327499999999986,50.53070424087566
2010-03-02,35,9997438,528112268,52.75,53.1,52.55,52.65,-0.15,1225,52.65,0,52.249999999999986,46.92218797235028,71.0929622907844,58.74783393316718,-1.204946202915437,-1.6884698908421165,0.48352368792667955,53.83871016866094,52.249999999999986,50.66128983133903
2010-03-03,36,8764746,462426932,52.7,53.1,52.5,52.65,0.0,1041,52.2,0,52.23499999999999,46.92218797235029,84.21052631578947,71.38843602284491,-1.0880851945856378,-1.5683929515908208,0.480307757005183,53.80251395528182,52.23499999999999,50.66748604471817
2010-03-04,37,8149453,426373974,52.75,52.9,51.8,52.2,-0.45,1295,52.95,1,52.19999999999999,43.95536310127703,77.19298245614041,77.4988236875714,-1.0200250291467867,-1.458719367102014,0.4386943379552273,53.73753048750364,52.19999999999999,50.66246951249634
2010-03-05,38,13619167,720117212,52.85,53.2,52.5,52.95,0.75,1541,53.65,1,52.144999999999996,49.6674643742755,80.16737245412388,80.52362707535123,-0.8952482610206616,-1.3460251458857435,0.45077688486508194,53.47912892930232,52.144999999999996,50.81087107069767
2010-03-08,39,16985546,907762324,53.3,53.65,53.25,53.65,0.7,2472,53.8,1,52.177499999999995,54.34455591762693,86.01532567049814,81.12522686025413,-0.7314459696281617,-1.2231093106342272,0.49166334100606557,53.62057830695457,52.177499999999995,50.73442169304542
2010-03-09,40,7770200,417203238,53.7,53.8,53.55,53.8,0.15,1070,53.8,0,52.2475,55.303035774685306,97.12643678160919,87.76971163541039,-0.5828094624730298,-1.0950493410019877,0.5122398785289579,53.85357440674417,52.2475,50.64142559325583
2010-03-10,41,6842414,367950915,53.85,53.95,53.45,53.8,0.0,1009,53.65,0,52.345000000000006,55.303035774685306,98.18181818181809,93.77452687797512,-0.45971465530051603,-0.9679824038616933,0.5082677485611773,54.07471095851275,52.345000000000006,50.61528904148726
2010-03-11,42,6657965,358344611,54.0,54.0,53.5,53.65,-0.15,1013,53.6,0,52.39000000000001,53.988533575241746,94.0151515151514,96.44113549285953,-0.369999753324322,-0.848385873754219,0.47838612042989703,54.20427671538789,52.39000000000001,50.575723284612124
2010-03-12,43,12617367,675578756,53.7,53.7,53.4,53.6,-0.05,753,52.85,0,52.44250000000001,53.53177426148481,89.25324675324664,93.81673881673868,-0.29948238279227013,-0.7386051755618293,0.4391227927695591,54.33148782420534,52.44250000000001,50.55351217579468
2010-03-15,44,10347597,548486587,53.5,53.55,52.7,52.85,-0.75,1374,53.1,1,52.5475,47.09541273558667,77.38095238095235,86.88311688311677,-0.3006498858478679,-0.6510141176190369,0.35036423177116904,54.275063312877215,52.5475,50.819936687122784
2010-03-16,45,13206323,698390628,52.8,53.1,52.75,53.1,0.25,869,54.15,1,52.6425,49.28435435887067,70.83333333333333,79.15584415584408,-0.2781953667507153,-0.5764503674453726,0.29825500069465727,54.26923753260966,52.6425,51.01576246739034
2010-03-17,46,14910569,802914397,53.45,54.15,53.4,54.15,1.05,2346,54.4,1,52.80749999999999,57.2792638330267,75.59523809523809,74.60317460317457,-0.17367179347800743,-0.4958946526518996,0.32222285917389215,54.34023448450874,52.80749999999999,51.27476551549124
2010-03-18,47,8609032,467282129,54.25,54.55,54.05,54.4,0.25,1693,54.25,0,52.95,58.938990630265906,87.6463700234192,78.02498048399684,-0.06985791933582419,-0.4106873059886845,0.34082938665286033,54.518119893375165,52.95,51.38188010662484
2010-03-19,48,5394422,292259307,54.45,54.45,54.0,54.25,-0.15,926,53.7,0,53.057500000000005,57.49565012083241,94.72429210134129,85.98863340666617,0.0003080267224220279,-0.3284882394464632,0.32879626616888524,54.67189617194736,53.057500000000005,51.44310382805265
2010-03-22,49,7376253,395093362,54.0,54.0,53.25,53.7,-0.55,1331,53.35,0,53.1125,52.426096262445185,84.42126179831105,88.9306413076905,0.011403192133037976,-0.26050995313056297,0.27191314526360094,54.73572980504966,53.1125,51.489270194950336
2010-03-23,50,8078483,432328487,53.7,53.8,53.25,53.35,-0.35,1116,53.5,1,53.15,49.438706489566044,71.51515151515163,83.5535684716013,-0.007954193281811683,-0.2099988011608127,0.20204460787900103,54.7587262041757,53.15,51.541273795824296
2010-03-24,51,19134856,1025228740,53.5,53.75,53.45,53.5,0.15,1050,53.5,0,53.2125,50.734381860968995,58.078344419807934,71.33825257775685,-0.011063777942652564,-0.17021179651718069,0.15914801857452812,54.77290860033545,53.2125,51.65209139966455
